timestamp,session_id,user_agent,referer,device_type,clicks_per_session,session_duration,time_between_requests,ua_entropy,referer_entropy,click_rate,suspicious_ua,cookies_enabled,time_of_day,request_path_depth,num_unique_pages,repeated_paths_ratio,is_bot
1750053222.3582351,cfc1b68f-8714-4d47-a186-481c0c8e7665,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/58.0.822.0 Safari/532.1",https://rodriguez.com/,Desktop,11,12.82399957023476,1.1658181427486145,5.134535936618245,3.9705730958116834,0.8577667162069806,0,1,5,2.3636363636363638,10,0.09090909090909094,0
1750053222.3584914,d5e999b8-8387-409d-870e-6904e50beadb,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),http://www.thompson.com/,Desktop,20,2.909208528082641,0.14546042640413206,4.810029277918716,3.459147917027245,6.874722044480362,0,1,5,2.3,18,0.09999999999999998,0
1750053222.3587348,6f63e6a5-e878-4c67-996b-ede3900c7da1,Mozilla/5.0 (compatible; HeadlessChrome/88.0.4324.96),https://peterson.info/,Headless,16,2.487912086560922,0.15549450541005763,4.793773756368349,3.5726236638951634,6.431095409853103,1,0,5,2.5,16,0.0,1
1750053222.3591197,69ebe6f1-10a5-4239-b7c7-02d75eae4a02,Mozilla/5.0 (Windows NT 5.01; tr-CY; rv:1.9.0.20) Gecko/6314-07-02 12:02:07.691742 Firefox/3.8,http://www.robbins.com/,Desktop,6,18.892474669738615,3.148745778289769,5.029055974908938,3.7622673906514943,0.3175867695940657,0,1,5,2.6666666666666665,6,0.0,0
1750053222.3595517,85d92bdd-e17c-469e-bbd3-cac8bd69c1f6,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sa-IN) AppleWebKit/534.28.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.28.2",http://www.perry-mendez.net/,Desktop,18,17.5968745328366,0.9776041407131445,5.2034710283056755,3.726474118254375,1.0229089243326221,0,1,5,2.5,16,0.11111111111111116,0
1750053222.3598967,cac48a82-3888-4724-977e-e3acec333ccf,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.1),https://www.bell.org/,Mobile,10,2.0190945525771573,0.20190945525771573,4.8228239813452145,3.653756708287001,4.952715060934652,0,0,5,2.9,10,0.0,1
1750053222.3602664,5b0ac161-6eb1-444c-b9d4-a6673d08afb9,Mozilla/5.0 (compatible; HeadlessChrome/88.0.4324.96),http://www.harrison.biz/,Headless,10,4.48011768450896,0.44801176845089596,4.793773756368349,3.772055208874201,2.232084222826848,1,0,5,2.6,10,0.0,1
1750053222.3604681,1eba46e7-1f89-4120-9b3d-67d668c88bc1,Mozilla/5.0 (compatible; HeadlessChrome/88.0.4324.96),http://www.stewart-martin.com/,Headless,13,0.8255017607649942,0.06350013544346109,4.793773756368349,3.828072996388509,15.747997906089108,1,0,5,2.5384615384615383,13,0.0,1
1750053222.3607447,f0741ed8-5d71-4180-b6ba-5233c8caf91d,Mozilla/5.0 (compatible; HeadlessChrome/88.0.4324.96),http://www.cook-martinez.info/,Headless,10,0.3051998685857096,0.030519986858570956,4.793773756368349,4.072905595320056,32.76541384614551,1,1,5,2.0,8,0.19999999999999996,1
1750053222.3610058,59fdf36f-e0d2-49ba-a015-57b4e2339f9f,Opera/9.49.(X11; Linux x86_64; am-ET) Presto/2.9.175 Version/10.00,http://www.meyers.biz/,Desktop,14,0.9495040861482147,0.0678217204391582,4.938428688151018,3.7544418457133446,14.744538969592853,0,0,5,2.2142857142857144,14,0.0,1
1750053222.361259,4ef76847-dcf0-4c7c-b1d8-5d59129b88ca,Opera/8.10.(X11; Linux i686; ce-RU) Presto/2.9.190 Version/10.00,https://www.ruiz-garrett.com/,Mobile,15,4.046710601972427,0.2697807067981618,4.707762118683787,4.021268494903765,3.7067142860892446,0,0,5,2.6,15,0.0,1
1750053222.3615656,4d2f702f-9f2a-467f-9722-b15ebf44b4be,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.17.7 (KHTML, like Gecko) Version/5.0.1 Safari/535.17.7",https://glover.com/,Mobile,8,18.774668479252195,2.3468335599065244,5.044787706679556,3.7871439606981414,0.42610605928092765,0,1,5,2.5,8,0.0,0
1750053222.3617897,419d2401-fa74-41c7-9c31-5192f250b9af,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),http://olson-mcdaniel.com/,Desktop,17,7.98956341467555,0.4699743185103265,4.775430168193592,3.9500637564362093,2.1277758392622204,0,0,5,3.0588235294117645,17,0.0,0
1750053222.3621185,d8f50b48-167a-403d-9855-f65ae956f6c2,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.1),https://stone.com/,Desktop,16,19.272489943211923,1.2045306214507452,4.739515086514733,3.4193819456463714,0.8301989025364859,0,0,5,2.3125,14,0.125,0
1750053222.3623502,163a8075-0094-4469-8a66-450eb48365a3,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/23.0.800.0 Safari/532.0",https://vargas.com/,Mobile,10,3.0930168429079226,0.30930168429079224,5.057725788387741,3.6818808028034042,3.2330894100784873,0,1,5,2.3,10,0.0,0
1750053222.3625948,b2b1bfb0-b3d5-49cd-af62-f6f04cb69847,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.0),http://www.smith.com/,Desktop,5,10.084912344140102,2.0169824688280205,4.772261717771446,3.4273334938982645,0.49579012978781906,0,1,5,2.4,5,0.0,0
1750053222.3627727,f6d645c0-4b7a-4347-a4da-eeb55e70815e,Mozilla/5.0 (compatible; HeadlessChrome/88.0.4324.96),https://www.chavez.net/,Headless,12,1.6996843988111372,0.14164036656759477,4.793773756368349,3.6424896731661267,7.060134227503371,1,1,5,2.4166666666666665,12,0.0,1
1750053222.3629766,17de8ef5-417e-47cd-8e1d-c76b0700672e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/30.0.800.0 Safari/536.2",http://little-lee.biz/,Mobile,19,14.779380735095524,0.777862143952396,5.1459791299831075,3.3564924137968237,1.2855748383883283,0,0,5,2.3157894736842106,18,0.052631578947368474,0
1750053222.3633416,59cfe122-0f32-4208-a320-c454d1a617c6,Opera/9.73.(X11; Linux i686; tr-TR) Presto/2.9.182 Version/10.00,https://rush.com/,Mobile,17,11.663421508448502,0.6860836181440295,4.808768266288633,3.4548223999466066,1.4575482835534923,0,0,5,3.0,16,0.05882352941176472,0
1750053222.3635917,cde70198-713f-49f4-b553-eae1ced774ae,Mozilla/5.0 (compatible; HeadlessChrome/88.0.4324.96),https://www.vasquez.com/,Headless,14,3.0198511770473386,0.21570365550338133,4.793773756368349,3.938721875540868,4.635990046929567,1,1,5,2.357142857142857,13,0.0714285714285714,1
1750053222.3639426,8cc41b00-6a31-4d67-9a2d-e84b7fff3269,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.14.1 (KHTML, like Gecko) Version/5.1 Safari/533.14.1",http://www.willis.com/,Mobile,7,5.007981866735948,0.7154259809622783,4.999240942940066,3.51602764126623,1.3977686393985267,0,1,5,1.8571428571428572,7,0.0,0
1750053222.3643208,aecfea7a-3d2f-4e63-ad6e-eaa9959b7465,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/52.0.841.0 Safari/531.2",https://www.whitehead-hodge.com/,Desktop,8,17.160950830760033,2.145118853845004,5.172085924073817,3.8667292966721747,0.46617463559539213,0,1,5,2.5,8,0.0,0
1750053222.3646314,1df57ca8-bccb-452e-ac7e-8026da6a0530,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.1),https://smith.net/,Desktop,13,0.9090786304205798,0.06992912541696768,4.8228239813452145,3.2390979179887864,14.300193146093015,0,1,5,2.1538461538461537,11,0.15384615384615385,1
1750053222.3648448,920872c2-b2d2-49ee-848a-ec650ac7cc25,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/13.8h8241.0 Mobile/13Q887 Safari/531.1",http://mendez.com/,Mobile,11,4.434590645702002,0.40314460415472747,5.13820863155878,3.5724312513221195,2.4804995272023995,0,0,5,2.6363636363636362,10,0.09090909090909094,1
1750053222.3653224,188e3d22-d517-4acd-80d3-91e19bce8a6f,Opera/8.64.(X11; Linux x86_64; lzh-TW) Presto/2.9.173 Version/12.00,http://dennis.com/,Mobile,18,8.427130224410725,0.4681739013561514,5.017748429897659,3.6835423624332306,2.1359584485664773,0,1,5,2.5,17,0.05555555555555558,0
1750053222.3655746,e73e77db-e520-49c8-b2fd-7cbda826c3c7,Mozilla/5.0 (compatible; HeadlessChrome/88.0.4324.96),http://www.jones.com/,Headless,10,0.8867097482684274,0.08867097482684275,4.793773756368349,3.6537567082870006,11.277647527308757,1,0,5,2.0,8,0.19999999999999996,1
1750053222.3657646,937d0afa-f52a-4ce6-b246-fadc4fc6b836,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; niu-NZ) AppleWebKit/531.37.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.37.4",http://rice.info/,Mobile,19,11.523003791800509,0.6064738837789742,5.203397114211125,3.5724694587701364,1.6488756181369948,0,1,5,2.789473684210526,18,0.052631578947368474,0
1750053222.3660648,85576d2d-58d7-4071-8663-d03723d433d9,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5 rv:2.0; my-MM) AppleWebKit/535.5.1 (KHTML, like Gecko) Version/4.0.5 Safari/535.5.1",http://barron-thomas.com/,Desktop,20,10.211724254323805,0.5105862127161902,5.113437564116099,3.753269689515108,1.9585331039008114,0,1,5,2.25,16,0.19999999999999996,0
1750053222.3664203,236ed1b3-4b7b-4e62-803d-f9bead8589b2,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; csb-PL) AppleWebKit/533.26.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.26.2",http://cameron.info/,Mobile,9,5.466761179916181,0.6074179088795756,5.161459719405816,3.7841837197791883,1.6463130002942608,0,1,5,2.111111111111111,8,0.11111111111111116,0
1750053222.3667893,222801d0-b77a-495f-82de-d1efd2986a1b,Opera/9.82.(Windows 95; ts-ZA) Presto/2.9.175 Version/10.00,http://www.osborne.com/,Desktop,16,17.11801387441431,1.0698758671508943,4.727745329236117,3.7294461949052566,0.9346878742699605,0,1,5,2.375,16,0.0,0
1750053222.3670278,6c884f96-b264-41ec-985d-1df4659b0b70,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.0),http://navarro-michael.info/,Mobile,16,5.18149157416924,0.3238432233855775,4.788659571322961,4.039148671903071,3.0879139280594727,0,1,5,2.4375,15,0.0625,0
1750053222.3673472,e28462d0-81b1-40c3-8d8f-7d55ff8180a2,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.38.1 (KHTML, like Gecko) Version/4.0.3 Safari/531.38.1",http://www.mcintosh.org/,Mobile,13,1.360889608733133,0.10468381605639485,5.050688806067427,3.740601562950723,9.552574960214328,0,0,5,1.9230769230769231,13,0.0,1
1750053222.3677578,c1bcecf8-3af8-473a-a616-43ec14054b44,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/45.0.896.0 Safari/532.2",https://ray.org/,Desktop,19,8.70645189680952,0.4582343103583958,5.201076880026377,3.452819531114783,2.1822896657779216,0,1,5,2.1052631578947367,17,0.10526315789473684,0
1750053222.36822,f461e879-b2e3-4a5d-bdf1-d9f2fc35a51f,Opera/9.93.(Windows NT 5.01; fur-IT) Presto/2.9.184 Version/11.00,https://evans-smith.net/,Desktop,10,16.763488829367738,1.6763488829367739,4.827771805463155,3.605388542207534,0.5965345341765093,0,0,5,2.3,10,0.0,0
1750053222.3685045,48cda9aa-ab9f-477b-9700-ec8028535fd8,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),https://www.cabrera.com/,Mobile,15,7.713559609627894,0.5142373073085262,4.780043066909114,3.772055208874201,1.9446274818797449,0,1,5,2.066666666666667,14,0.06666666666666665,0
1750053222.36873,538f6f0a-264b-439e-b619-80b365482d54,Opera/8.24.(Windows NT 6.1; tk-TM) Presto/2.9.182 Version/10.00,https://miller.com/,Mobile,16,0.5168727573228094,0.032304547332675584,4.7842876140384645,3.6818808028034047,30.95539428867076,0,1,5,2.5625,14,0.125,1
1750053222.3689663,aad86c25-dab2-4808-9ac7-ad60224b7d1d,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2; rv:1.9.3.20) Gecko/4834-11-07 19:32:09.849396 Firefox/5.0,https://bryant.com/,Mobile,17,9.950252891996836,0.5853089936468727,5.059907751419384,3.747413039531643,1.7084992898696474,0,1,5,2.176470588235294,17,0.0,0
1750053222.3694646,3aea4b5a-6d5b-44df-8bc3-8d24ed60d2fa,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/16.2f2752.0 Mobile/48T914 Safari/533.0",http://murphy-hurst.biz/,Mobile,9,3.525009063616806,0.39166767373520067,5.170862525954987,3.740601562950723,2.5531849245135345,0,1,5,1.6666666666666667,7,0.2222222222222222,0
1750053222.3698416,d755dbb5-e800-4091-a4c6-d7e4c2b98558,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),http://www.bailey-chapman.com/,Mobile,20,5.841016463838944,0.2920508231919472,4.85672228642996,4.031401845392171,3.424061569389109,0,1,5,2.6,19,0.050000000000000044,0
1750053222.3701787,08ef1bf6-00f6-4108-8c5d-b1117c5c4cc8,Opera/9.95.(X11; Linux i686; sid-ET) Presto/2.9.172 Version/11.00,https://taylor.biz/,Desktop,13,2.1252037829667527,0.1634772140743656,4.8130853678880285,3.747413039531643,6.117060445776261,0,0,5,2.6153846153846154,13,0.0,0
1750053222.3704102,e98bd7ee-ca8e-46b5-8940-b5fe8ad2811b,Opera/9.55.(Windows NT 5.1; hsb-DE) Presto/2.9.186 Version/12.00,https://www.walters.com/,Desktop,5,16.961884582938026,3.3923769165876054,4.8492384298164914,3.688721875540868,0.29477856517367795,0,1,5,2.2,5,0.0,0
1750053222.3705993,1e1ca380-4262-4c32-85eb-8be0d759cb6c,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),http://www.jenkins-perez.info/,Mobile,9,3.4693411441815174,0.38548234935350195,4.770765086514733,4.0062389286533895,2.5941524992703675,0,1,5,2.3333333333333335,9,0.0,0
1750053222.3708994,a9580ded-7bfb-4a9d-8e27-2c893c1b8144,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/41.0.874.0 Safari/533.2",https://ferguson-richards.info/,Mobile,18,3.024956050737819,0.16805311392987882,5.137767052527649,4.106949132758152,5.950499676056321,0,1,5,2.7222222222222223,17,0.05555555555555558,0
1750053222.3713188,0cc0297a-a7d4-484e-962b-f5b5412a4b2b,Opera/8.58.(X11; Linux i686; ln-CD) Presto/2.9.172 Version/11.00,https://www.wilson.info/,Desktop,15,16.741472472111752,1.1160981648074502,4.82252739943295,3.5535088547976783,0.8959785362361209,0,1,5,2.533333333333333,13,0.1333333333333333,0
1750053222.3715956,514e7636-9168-499c-a7a1-54cdad67805a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:4.0; fil-PH) AppleWebKit/534.22.4 (KHTML, like Gecko) Version/5.0 Safari/534.22.4",https://www.kennedy-fitzgerald.com/,Mobile,7,3.134407236732753,0.44777246239039326,5.192642283922346,4.414438730983425,2.233277130669424,0,0,5,2.4285714285714284,7,0.0,1
1750053222.3719342,0a556622-ead2-4aa9-8ade-f5db8cd04054,"Mozilla/5.0 (iPad; CPU iPad OS 15_8_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/12.6r4762.0 Mobile/74T060 Safari/535.1",http://www.martin-griffin.org/,Mobile,14,2.561432677222523,0.18295947694446593,5.1189116637757,3.847742678581273,5.465691183100246,0,1,5,2.642857142857143,13,0.0714285714285714,1
1750053222.3723917,ea6cd9c6-886b-41e9-a18a-a21cc1e3435b,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.1),http://morales-ayers.info/,Mobile,6,18.155139689149834,3.0258566148583057,4.8228239813452145,4.056020968057881,0.3304849261824086,0,1,5,1.6666666666666667,6,0.0,0
1750053222.3726919,4217e3b7-b191-40b7-8473-d5e1e3cca906,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.46.6 (KHTML, like Gecko) Version/5.0.2 Safari/534.46.6",http://www.stewart.com/,Mobile,14,3.0208519696990113,0.21577514069278653,5.032670788049408,3.534219021180341,4.634454167376801,0,1,5,2.0,13,0.0714285714285714,0
1750053222.3729806,2b0bb95c-dd88-46c8-ae49-4c008fe6ad64,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/15.8z6518.0 Mobile/60L298 Safari/531.1",https://www.gray-zamora.com/,Desktop,10,0.5634987446933568,0.05634987446933568,5.125065559211915,3.9407598325400897,17.74626845964275,0,0,5,2.8,10,0.0,1
1750053222.3734176,d376387a-836d-45cb-be4b-cf00b9010f8a,Opera/8.76.(X11; Linux x86_64; doi-IN) Presto/2.9.173 Version/10.00,https://edwards.biz/,Mobile,10,5.837869428446836,0.5837869428446836,4.924246004427653,3.7841837197791888,1.712953693563595,0,1,5,2.5,10,0.0,0
1750053222.373675,8c5710c0-2f7a-4f65-8173-ea26794f0dd5,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/41.0.896.0 Safari/534.2",http://flowers.net/,Desktop,5,9.916385101190283,1.9832770202380565,5.138702682498158,3.642149881636906,0.5042159969563748,0,1,5,3.0,5,0.0,0
1750053222.373944,82d58785-fa73-4a52-9bca-fe447f29d0f7,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/21.0.820.0 Safari/531.1",http://price.org/,Mobile,19,13.447944382096921,0.7077865464261537,5.027673829965632,3.4548223999466066,1.4128553376004782,0,1,5,2.4210526315789473,17,0.10526315789473684,0
1750053222.3743012,18f4816d-8f42-497b-bd64-dae6d04aa604,Opera/9.80.(Windows NT 10.0; ta-IN) Presto/2.9.189 Version/12.00,http://ramirez-lamb.com/,Mobile,19,11.944101261536895,0.6286369085019419,4.656042680182113,3.938721875540868,1.5907433790087606,0,1,5,2.526315789473684,18,0.052631578947368474,0
1750053222.3746567,8ace5eea-b1d3-4da8-85a8-f814a348a850,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.0),https://vargas.com/,Mobile,14,9.525541415158347,0.6803958153684534,4.772261717771446,3.6818808028034042,1.4697327311727688,0,1,5,2.642857142857143,14,0.0,0
1750053222.3750813,5c4ad17d-416d-4926-9628-0ab2f172d524,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_7 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/35.0.898.0 Mobile/72O500 Safari/535.0",https://hamilton.com/,Desktop,17,18.992271627813185,1.1171924486948932,5.01660921814482,3.6537567082870006,0.8951009301648989,0,0,5,2.0,17,0.0,0
1750053222.375531,5ca2f169-5f72-40a0-b527-dbb4246fa2c3,Opera/8.15.(X11; Linux i686; mk-MK) Presto/2.9.182 Version/11.00,https://lee.com/,Desktop,6,7.786077848016051,1.2976796413360085,4.804632914624721,3.452819531114783,0.7706062175487808,0,1,5,2.8333333333333335,6,0.0,0
1750053222.3757732,554f135a-fda9-4c97-85cc-29bca52a6290,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9; rv:1.9.3.20) Gecko/4591-07-31 13:56:30.969330 Firefox/3.8,https://www.zamora.net/,Desktop,9,4.109794886494184,0.45664387627713154,5.000479538044766,3.729446194905257,2.189890310481493,0,1,5,3.0,9,0.0,1
